,post_title,use_case,data_category,related_data_sets,data_provider
2411,TransPerfect DataForce Annotation,,,,TransPerfect DataForce
2412,TransPerfect DataForce Data Collection,,,,TransPerfect DataForce
2413,TransUnion Audiences,,,,TransUnion
2414,TransUnion Consumer Connect Services,,,,TransUnion
2415,TransUnion Portfolio Management Services,,,,TransUnion
2416,Travel Audience Meta Connect,,,,Travel Audience
2417,TravelIQ by AnalyticsIQ - Consumer Travel Data USA - 118M Households,",Targeted Marketing","Demographic Data,Tourism Data,Aerospace Industry Data,Individual Data","AutoIQ by AnalyticsIQ - Consumer Vehicle Data USA - 118M Households        by AnalyticsIQ      ,Adstra Travel | In-Market Consumer Travel Data USA         by Adstra      ,Gravy Analytics Trade Area Data Globally -- analyze where consumers travel from to shop, dine, and visit other places of commercial interest.         by Gravy Analytics      ,TRAK Data - Full US Consumer Demographic Data File with 251M+ Individuals and 170M+ Households        by TRAK Data      ",AnalyticsIQ
2418,Trebbau Direct Media List Broking,,,,Trebbau direct media
2419,Trebbau Direct Media Media planning & buying,,,,Trebbau direct media
2420,Trebbau Direct Media Online Marketing,,,,Trebbau direct media
2421,TRGTR Plans,,,,TRGTR
2422,Tricolor Data Alternative Data,,,,Tricolor Data
2423,Tricolor Data Monetization,,,,Tricolor Data
2424,Tripadvisor Platform,,,,Tripadvisor
2425,TripHobo Trip Planner,,,,TripHobo
2426,Triton Data Tools,,,,Triton
2427,Tru Optik Cross-Screen Audience Validation (CAV),,,,Tru Optik
2428,Tru Optik Data Marketplace,,,,Tru Optik
2429,Tru Optik Privacy.TV,,,,Tru Optik
2430,True Influence B2B Intent Data USA & Canada for B2B Marketing - 7000 B2B topics matched to contact intents,"Account-Based Marketing,,Targeted Marketing","B2B Intent Data,B2B Data,","True Influence B2B Intent Data USA & Canada for Lead Generation - 7000 B2B topics matched to contact intents        by True Influence      ,True Influence Intent Data USA & Canada for Advertising - 7000 intent topics matched to contact intent scores        by True Influence      ,Intent Based Contact & Email Data B2C & B2B (USA) - HubioID        by HubioID      ,TowerData Email Validation - B2B Contact Data for USA        by TowerData      ",True Influence
2431,True Influence Intent Data USA & Canada for Advertising - 7000 intent topics matched to contact intent scores,,,,True Influence
2432,"True Influence Marketing Cloud | B2B Intent & Contact Data USA (7M Contacts with Intent, 30M Companies)","Account-Based Marketing,",B2B Data,"True Influence B2B Intent Data USA & Canada for B2B Marketing - 7000 B2B topics matched to contact intents        by True Influence      ,Intent Based Contact & Email Data B2C & B2B (USA) - HubioID        by HubioID      ,List of B2B marketers/marketing & sales contacts in India        by Leadbook      ,Datastream B2B | B2B Contact Database USA (114M contacts, 33M companies)        by Datastream Group      ",True Influence
2433,True Influence Marketing Cloud Platform,,,,True Influence
2434,True Influence MarTech B2B Buyer Intent Data US & Canada (7000+ topics covered),"Targeted Marketing,","B2B Intent Data,Marketing Attribution Data,B2B Data","True Influence B2B Intent Data USA & Canada for Lead Generation - 7000 B2B topics matched to contact intents        by True Influence      ,True Influence B2B Intent Data USA & Canada for B2B Marketing - 7000 B2B topics matched to contact intents        by True Influence      ,PeerIntent™ from IT Central Station: Enterprise IT buyer intent data | Global Data | High intent reading reviews        by IT Central Station      ,Intent Based Contact & Email Data B2C & B2B (USA) - HubioID        by HubioID      ",True Influence
2435,TrueData First Party ID Append Data,,"Consumer Lifestyle Data,Cross-Device Identity Data,Individual Data,Identity Data","TrueData Identity Graph (UID2.0, HEM, Maid, AAID)        by TrueData      ,Mobile ID + Email + IP + Age/Gender + Behavioural: 1st Party Consumer Identities        by Reklaim      ,Locationscloud - First Party Mobile App Data, Direct SDK, Global Data Coverage, Million Unique Devices        by Locationscloud      ,Unicourt Party Data API USA -  identify parties & companies involed in litigation         by UniCourt      ",TrueData
2436,"TrueData Identity Graph (UID2.0, HEM, Maid, AAID)",,"Consumer Lifestyle Data,Cross-Device Identity Data,Individual Data,Identity Data","Adstra Identity Graph | People Identity Data USA (HEM, MAID)        by Adstra      ,Identity Graph Data USA by Datastream Group (MAIDs matched to PII)        by Datastream Group      ,TrueData First Party ID Append Data        by TrueData      ,Lifesight Identity Graph Via API        by Lifesight      ",TrueData
2437,"TrueData In-Market, Location, POI Data (United States)",,,,TrueData
2438,TrueData Platform,,,,TrueData
2439,TrueNorth Insight Top10erp.org,,,,"TrueNorth Insight, Inc."
2440,TruFactor Phygital Graph,,,,TruFactor
2441,TruFactor Phygital Platform,,,,TruFactor
2442,Trulioo GlobalGateway Business Verification,,,,Trulioo
2443,Trulioo GlobalGateway ID Document Verification,,,,Trulioo
2444,Trulioo GlobalGateway Identity Verification,,,,Trulioo
2445,Trustpilot Review Platform,,,,Trustpilot
2446,Truvalue Labs Cloud,,,,Truvalue Labs
2447,Truvalue Labs Data,,,,Truvalue Labs
2448,Truvalue Labs Platform,,,,Truvalue Labs
2449,Tullett Prebon tpAGENCY,,,,Tullett Prebon
2450,Tullett Prebon tpCREDITDEAL,,,,Tullett Prebon
2451,Tullett Prebon tpENERGYTRADE,,,,Tullett Prebon
2452,Turkrating and IT Services National Scale Credit Ratings,,,,Turkrating and IT Services
2453,Turkrating Services Rating List,,,,Turkrating Services
2454,Tussell Insight,,,,Tussell
2455,Tussell Research,,,,Tussell
2456,Tutela Data,,,,Tutela
2457,Tutela Solutions,,,,Tutela
2458,TV Time CVM Insights,,,,TV Time
2459,TVEyes Platform,,,,TVEyes
2460,Tvuna Marketing TRS System,,,,Tvuna Marketing
2461,Twenty Billion Neurons Crowd Acting platform,,,,TwentyBN
2462,TwentyCi Buyhaviour,,,,TwentyCi
2463,TwentyCi Media Efficiency,,,,TwentyCi
2464,TwentyCi Property Insight,,,,TwentyCi
2465,Twitter Platform,,,,Twitter
2466,Tyr Data Data Directory,,,,Tyr Data
2467,Uber Freight Carrier,,,,Uber Freight
2468,Uber Freight Shipper,,,,Uber Freight
2469,Uberall Control Center,,,,Uberall
2470,UberMedia Clearbid,,,,UberMedia
2471,UberMedia UberAds Advertising Solution,,,,UberMedia
2472,UberMedia Vista Measurement,,,,UberMedia
2473,Ubimo Location Based Technology,,,,Ubimo
2474,Ubimo Polaris: Location Intelligence,,,,Ubimo
2475,UbimoPolaris: Real-Time Location Intelligence Platform,,,,Ubimo
2476,UK + Italy Company Firmographic & B2B Contact Data - Atoka API,,"B2B Data,Firmographic Data,Company Data","SMB Firmographic Data including contact info        by Soleadify      ,180byTwo Xplorer | B2B Firmographic & Technographic Database USA (55M+ companies, 110M contacts)        by 180byTwo      ,Company Comprehensive API (UK) - B2B Data by DataGardener        by DataGardener      ,Lead411 Company Firmographics and Technographics        by Lead411      ",Atoka
2477,UlakFin Fingeon,,,,UlakFin
2478,Ultumus Global ETF Aggregation,,,,Ultumus
2479,Ultumus Global Index Aggregation,,,,Ultumus
2480,Ultumus PCF Calculation,,,,Ultumus
2481,Umbra Lab Overlook,,,,Umbra Lab
2482,Umlaut Advisor Forms,,,,Umlaut
2483,Umlaut XPLAN Connect,,,,Umlaut
2484,Umlaut XPLAN Drive,,,,Umlaut
2485,Unacast - International Location (geo data) data. Aggregated. 15 billion data points a day,,,,Unacast
2486,Unacast Data Feeds,,,,Unacast
2487,Unacast Human mobility insights,,,,Unacast
2488,Unacast Turbine,,,,Unacast
2489,Understory Dot,,,,Understory
2490,Unicourt Attorney Data API - USA attorney data matched to court records (AI normalized),,",Legal Case Data,Marketing Attribution Data","Unicourt Court Data API - USA court records (AI normalized)         by UniCourt      ,Targeted Attorney Email list | More than 150,000 Verfied Records | 95% Delivery rate| eSalesData        by Esales Data      ,Unicourt Law Firm Data API - USA legal data on law firms (AI normalized)         by UniCourt      ,Global Normalized Difference Vegetation Index (NDVI)        by Marcus Weather      ",UniCourt
2491,Unicourt Court Data API - USA court records (AI normalized),,",Legal Case Data","Unicourt Attorney Data API - USA attorney data matched to court records (AI normalized)        by UniCourt      ,Unicourt Judge Data API - USA judges in state and federal courts (AI normalized)         by UniCourt      ,Global Normalized Difference Vegetation Index (NDVI)        by Marcus Weather      ,Air Pollution Data API for Europe & USA by Breezometer         by BreezoMeter      ",UniCourt
2492,Unicourt Judge Data API - USA judges in state and federal courts (AI normalized),,",Legal Case Data","Unicourt Court Data API - USA court records (AI normalized)         by UniCourt      ,Unicourt Law Firm Data API - USA legal data on law firms (AI normalized)         by UniCourt      ,Global Normalized Difference Vegetation Index (NDVI)        by Marcus Weather      ,Fundamental Data and Financial Statement API        by Financial Modeling Prep      ",UniCourt
2493,Unicourt Law Firm Data API - USA legal data on law firms (AI normalized),,",Legal Case Data,Marketing Attribution Data","Unicourt Court Data API - USA court records (AI normalized)         by UniCourt      ,Unicourt Judge Data API - USA judges in state and federal courts (AI normalized)         by UniCourt      ,Global Normalized Difference Vegetation Index (NDVI)        by Marcus Weather      ,Legal Proceedings | North American Public Companies Legal Data | Datacie        by Datacie      ",UniCourt
2494,UniCourt Legal Data API,,",Legal Case Data,Marketing Attribution Data","Unicourt Court Data API - USA court records (AI normalized)         by UniCourt      ,Unicourt Judge Data API - USA judges in state and federal courts (AI normalized)         by UniCourt      ,Global Normalized Difference Vegetation Index (NDVI)        by Marcus Weather      ,Legal Proceedings | North American Public Companies Legal Data | Datacie        by Datacie      ",UniCourt
2495,Unicourt Party Data API USA - identify parties & companies involed in litigation,",Supplier Risk",",Legal Case Data","Unicourt Court Data API - USA court records (AI normalized)         by UniCourt      ,ISS ESG Controversial Weapon Research Data (identify companies involved in illegal weapons)        by ISS ESG      ,Bedrock AI's real-time SEC filers AI equities risk mitigation        by Bedrock AI      ,EDI Legal Entity Identifier (LEIs) of Global Companies                               by Exchange Data International      ",UniCourt
2496,Unified Credit Solutions Business Information Services,,,,Unified Credit Solutions (UCS)
2497,Unmetric API Facebook Analytics,,,,Unmetric API
2498,Unmetric API Instagram Analytics,,,,Unmetric API
2499,Unmetric API Twitter Analytics,,,,Unmetric API
2500,UP42 Marketplace,,,,UP42
2501,UpLead Chrome Extension,,,,UpLead
2502,UpLead Data Enrichment,,,,UpLead
2503,UpLead Prospector,,,,UpLead
2504,UpLexis UpMiner Platform,,,,UpLexis
2505,Urban Analytix Geo Contextual Data Platform,,,,Urban Analytix
2506,Ursa Analytics,,,,Ursa
2507,UrtheCast Geoanalytics,,,,UrtheCast
2508,UrtheCast Sensor Technologies,,,,UrtheCast
2509,UrtheCast UrthePipeline,,,,UrtheCast
2510,US Data Corporation - US Consumer Data with more than 300 m records,,"Demographic Data,,Individual Data,Consumer Lifestyle Data","Targeted CEO Email list | More than 300,000 Verfied Records | eSalesData        by Esales Data      ,US Common Stock Market Data with more than 4000 Securities - i1 US        by Index One      ,US Data Corporation - US Business Database with 17 Million records        by US Data Corporation      ,Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements)        by Adstra      ",us data corporation
2511,US Data Corporation Business Lists,,,,US Data Corporation
2512,US Data Corporation Cell Phone Lists,,,,US Data Corporation
2513,US Data Corporation Consumer Lists,,,,US Data Corporation
2514,US Data Corporation Data Hygiene,,,,US Data Corporation
2515,US Data Corporation Email Lists,,,,US Data Corporation
2516,US Data Corporation Email Marketing,,,,US Data Corporation
2517,US Data Corporation Mailing Lists,,,,US Data Corporation
2518,US Data Corporation Marketing Lists,,,,US Data Corporation
2519,US Data Corporation Specialty Lists,,,,US Data Corporation
2520,US Data Corporation Telemarketing Lists,,,,US Data Corporation
2521,US Equities Packages - Stock Prices & Fundamentals,,,,Intrinio
2522,"US Options Data Packages for Trading, Research, Education & Sentiment",,Stock & Market Data,"Risklio Event-Aware Trading Insights | US Stock Sentiment & Equity Market Insights        by Risklio      ,TopStonks: Social Buzz and Sentiment from the Most Popular Stock and Crypto Trading Forums        by Topstonks      ,Danel Capital⎢Predictive Equity Analytics Sentiment Score⎢Trading Data (Europe & USA)        by Danel Capital      ,Education Industry Data - School Data - Reach Out to Educational Institutions, Schools and Colleges With Ease        by Blue Mail Media      ",Intrinio
2523,USA College Student Database - ASL Marketing,,"Marketing Attribution Data,","USA High School Student Marketing Database by ASL Marketing        by ASL Marketing      ,Student Marketing Data - Reach Out to Students With Our Customizable Student Data        by Blue Mail Media      ,Stirista Higher Education College Student and Gen Z Data        by Stirista      ,Israel Database Marketing Data, All Companies, Industories, Executives, Health, Food, Hospital, School, College, Universities        by Bestinfopoint      ",ASL Marketing
