,Name of the dataset,similar
1642,"Coastal Topography-Upper Florida Keys Reef Tract, Florida, 26-30 June 2016","2014aEUR""2015 Ocean Current and Pressure Time Series Data from the Upper Florida Keys: Crocker Reef, FL
Coastal Bathymetry Data Collected in 2016 from the Chandeleur Islands, Louisiana-Interpolated Digital Elevation Model
Sedimentary Data Collected in August 2015 From Old Tampa Bay, Florida (U.S. Geological Survey Field Activity Number 2015-329-FA)
EAARL Coastal Topography-Louisiana, Alabama, and Florida, June 2008
Descriptive core logs, high-resolution images and derived data for Holocene reef cores collected from 1976 to 2017 along the Florida Keys reef tract"
1643,Data Release for the 2016 East Bay Seismic Imaging Investigation of the Hayward Fault Zone,"Multichannel minisparker seismic-reflection data of USGS field activity 2016-616-FA collected in the Catalina Basin offshore southern California in February 2016
Reflection point navigation for multi-channel streamer seismic-reflection profiles collected in 2015 by the U.S. Geological Survey along the Delmarva Peninsula, MD and VA (Esri point shapefile, GCS WGS 84)
Multichannel sparker and minisparker seismic-reflection data of USGS field activity 2014-645-FA collected in the outer Santa Barbara Channel, California, between 2014-11-12 to 2014-11-25 (ver. 2.0, March 2020)
PNG formatted images of Edgetech SB-512i chirp seismic-reflection profiles collected by the U.S. Geological Survey along the Delmarva Peninsula, MD and VA, 2014
Data Release for the 2016 One-Year Seismic Hazard Forecast for the Central and Eastern United States from Induced and Natural Earthquakes"
1644,Radiogenic strontium isotope data for non-native walleye otoliths collected from select areas of the Upper Colorado River Basin,"Geochemical and mineralogical analyses of uranium ores from the Hack II and Pigeon deposits, solution-collapse breccia pipes, Grand Canyon region, Mohave and Coconino Counties, Arizona, USA
Model Archive Summary for Suspended-Sediment Concentration at U.S. Geological Survey Site 385553107243301, North Fork Gunnison below Raven Gulch near Somerset, Colorado
Fish tissue mercury and selenium concentrations in Upper Colorado River Basin: 1962-2011
Low biomass microbiology samples collected from a hydraulically fractured well producing from the Niobrara Shale in Colorado
Digital Map Of Base of Aquifer for High Plains Aquifer in parts of Colorado, Kansas, Nebraska, New Mexico, Oklahoma, South Dakota, Texas, and Wyoming"
1645,High resolution landcover for the Western Gulf Coastal Plain of Louisiana,"Color Shaded-relief TIFF Image of High-resolution Bathymetry, North Carolina, Pamlico Sound Area
2010 Digitized Shoreline for Breton Island, Louisiana (Geographic, NAD83)
Sound Velocity Profiles, Odim MVP 30 sound velocity profile data, USGS field activity 2017-003-FA, Mississippi River Delta front offshore of southeastern Louisiana (PNG images, ASVP text, and Esri point shapefile, GCS WGS 84).
Circa 2009 Land Area in Coastal Louisiana - Spatial Data - Landsat TM
Seismic Lines in Louisiana and Texas [gcseismicg]"
1646,Mobile Harbor Navigation Channel Delft3D Model Inputs and Results - Existing Condition 2010 Simulation Without Sea Level Rise,"Mobile Harbor Navigation Channel Delft3D Model Inputs and Results - 2015/12/09 through 2015/12/11 Deterministic Scenario
Mobile Harbor Navigation Channel Delft3D Model Inputs and Results - Existing Condition 2010 Simulation With 0.5-meter of Sea Level Rise
shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Edwin B. Forsythe NWR, NJ, 2010
shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Cedar Island, VA, 2010
USGS Arctic Ocean Carbon Cruise 2011: Discrete Underway data"
1647,Two videos of acrobat ants (Crematogaster sp.) preying on applesnail (Pomacea maculate) egg masses,"Data on gall wasp abundance and biomass on valley oak and blue oak trees in California
Roadside Survey Data from southeastern Arizona and New Mexico for Grasshopper Sparrow and other grassland Birds 2003 to 2005
Hawaiian Islands Hawaiian hoary bat samples, genome assembly, and SNP genotypes, 2009-2015
Histopathology of American kestrels (Falco sparverius) sequentially exposed to first and second generation anticoagulant rodenticides
Hawaii Volcanoes National Park Elepaio nest monitoring and black rat mark recapture data 2015-2017"
1648,"Created snag characteristics and cavity-nesting bird associations in the CFIRP stands, McDonald-Dunn Research Forest, Corvallis, OR, USA, 2016","North American Breeding Bird Survey Dataset 1966 - 2016, version 2016.0
Sample collection information and SNP data for Gunnison Sage-grouse across the species range generated in the Molecular Ecology Lab during 2015-2018
Hetero- and conspecifics effects on nest and chick survival for two listed species, piping plover and least tern breeding on the Missouri River, USA 2007-2016
Hawaii Volcanoes National Park Elepaio nest monitoring and black rat mark recapture data 2015-2017
Training data for Hawai/i /amakihi (Chlorodrepanis virens) calls in Hakalau Forest NWR, Hawai/i, data collected in 2015"
1649,Airborne geophysical survey: Northern Alaska,"Airborne geophysical survey: Yukon
Airborne geophysical survey: Fairbanks
Arctic Geology (geoarcst)
Argos Satellite Tracking Data for Northern Fulmars (Fulmarus glacialis) - Raw Data
van Genuchten parameters near Hess Creek in interior Alaska"
1650,Coastwide Reference Monitoring System (CRMS) 2015 Site 0571 Land-Water Classification Data,"Coastwide Reference Monitoring System (CRMS) 2015 Site 0574 Land-Water Classification Data
Coastwide Reference Monitoring System (CRMS) 2015 Site 0589 Land-Water Classification Data
Coastwide Reference Monitoring System (CRMS) 2015 Site 0544 Land-Water Classification Data
Coastwide Reference Monitoring System (CRMS) 2015 Site 0551 Land-Water Classification Data
Coastwide Reference Monitoring System (CRMS) 2015 Site 0501 Land-Water Classification Data"
1651,Great Lakes Commercial Fishing Catches 1929-2013,"Diets of Silver Chub (Macrhybopsis storeriana) in western Lake Erie, 2014
Simplified Boundary of Eastern Brook Trout Joint Venture,2013
National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Great Lakes Basin Fish Habitat Partnership
Official Recognized Subregions of Atlantic Coastal Fish Habitat Partnership, 2013
Inter-vessel comparison of hydroacoustic fish density in central Lake Erie, 2014"
1652,Shorelines of the Georgia (GA) coastal region used in shoreline change analysis,"Shorelines of the South Carolina (SC) coastal region used in shoreline change analysis
Offshore baseline for the South Carolina (SC) coastal region generated to calculate shoreline change rates
Offshore baseline for the western North Carolina (NCwest) coastal region generated to calculate shoreline change rates
Shorelines used to calculate shoreline change statistics from within the Nantucket coastal region including the Nantucket Sound and Atlantic Ocean-facing coasts of Nantucket, Muskeget and Tuckernuck Islands (Nantucket_shorelines.shp)
Effects of Late Holocene Climate and Coastal Change in Mobile Bay, Alabama: ADCIRC Model Input and Results"
1653,"Geotagged Low-Altitude Aerial Imagery From Unmanned Aerial Systems Flights Over Town Neck Beach, in Sandwich, Massachusetts, on January 25, 2017","Surveyed Positions of Transect Points Associated with Images Collected During Unmanned Aerial Systems Flights Over Town Neck Beach, in Sandwich, Massachusetts on January 22, February 11, March 30 and September 21, 2016
Low-altitude aerial imagery obtained with unmanned aerial systems (UAS) flights over Black Beach, Falmouth, Massachusetts on 18 March 2016 (JPEG images)
Ground control point locations associated with images collected during unmanned aerial systems (UAS) flights over Coast Guard Beach, Nauset Spit, Nauset Inlet, and Nauset Marsh, Cape Cod National Seashore, Eastham, Massachusetts on 1 March 2016 (Text file and photos)
Greig Street camera locations and attitudes for low-altitude aerial images collected during unmanned aerial systems (UAS) flights over of the Lake Ontario shoreline in the vicinity of Sodus Bay, New York in July 2017
Time Series of Aerial Imagery from Small Unmanned Aircraft Systems and Associated Ground Control Points: Madeira Beach, Florida, July 2017 to June 2018 (Surveyed GCPs)"
1654,"U-Pb zircon data for: The Poncha Pass and Deadman Creek areas, northern Sangre de Cristo Mountains of south-central Colorado","Danforth Hills coal lease areas, Colorado Plateau (danleasg.shp)
Boundary of the Eagle River Watershed Valley-Fill Aquifer, Eagle County, North-Central Colorado, 2006-2007
Geology of the Danforth Hills study area, Colorado Plateau (dangeolg)
Model Archive Summary for Suspended-Sediment Concentration at U.S. Geological Survey Site 385553107243301, North Fork Gunnison below Raven Gulch near Somerset, Colorado
Yampa coal field combined leased areas and mined-out areas, Colorado Plateau (yam*leasg)"
1655,"Regional scale magnetotelluric data from the Rio Grande Rift and southern Rocky Mountains, Station rgr221","Regional scale magnetotelluric data from the Rio Grande Rift and southern Rocky Mountains, Station rgr113
Regional scale magnetotelluric data from the Rio Grande Rift and southern Rocky Mountains, Station rgr003
Regional scale magnetotelluric data from the Rio Grande Rift and southern Rocky Mountains, Station rgr413
Regional scale magnetotelluric data from the Rio Grande Rift and southern Rocky Mountains, Station rgr122
Regional scale magnetotelluric data from the Rio Grande Rift and southern Rocky Mountains, Station rgr509"
1656,"PR_Q03.TIF - Puerto Rico U.S. EEZ GLORIA sidescan-sonar data mosaic (3 of 9) (ACEA, 50 m, Clarke1866)","HW1_Q10.TIF - Hawaii I - Southeastern Hawaiian Ridge U.S. EEZ GLORIA sidescan-sonar data mosaic (10 of 29) (LCC, 50 m, WGS84)
HW2_Q36.TIF - Hawaii II - Central Hawaii U.S. EEZ GLORIA sidescan-sonar data mosaic (7 of 24) (LCC, 50 m, WGS84)
HW1_Q23.TIF - Hawaii I - Southeastern Hawaiian Ridge U.S. EEZ GLORIA sidescan-sonar data mosaic (23 of 29) (LCC, 50 m, WGS84)
AA_Q01.TIF - Aleutian Arc U.S. EEZ GLORIA sidescan-sonar data mosaic (1 of 31) (LCC, 50 m, WGS84)
HW1_Q14.TIF - Hawaii I - Southeastern Hawaiian Ridge U.S. EEZ GLORIA sidescan-sonar data mosaic (14 of 29) (LCC, 50 m, WGS84)"
1657,Wetland transition probabilities for category count model elicited from experts at 2015 workshop,"Map of study area for canopy status assessment in 2015
Raw acoustic data files for density estimation in Hakalau Forest NWR, Hawai/i, data collected in 2015
Training data for Hawai/i /amakihi (Chlorodrepanis virens) calls in Hakalau Forest NWR, Hawai/i, data collected in 2015
Mobile Harbor Navigation Channel Delft3D Model Inputs and Results - 2015/12/09 through 2015/12/11 Deterministic Scenario
Data collected for Claiborne aquifer study in southwestern Georgia during 2015 to 2016"
1658,Pesticides in Daily and Weekly Water Samples from the NAWQA Midwest and Southeast Stream Quality Assessments (2013-2014),"Pesticides in Weekly Water Samples from the NAWQA Midwest Stream Quality Assessment (2013)
High-resolution orthophotograph of Fall Creek Lake, Oregon, acquired during annual drawdown to streambed November 10, 2016
Attributes for NHDPlus Version 2.1 Reach Catchments and Modified-Routing Upstream Watersheds for the Conterminous United States: Monthly Average Precipitation (millimeters) from 1945 - 2015
Datasets from Groundwater-Quality Data from the National Water-Quality Assessment Project, January through December 2014 and Select Quality-Control Data from May 2012 through December 2014
Pharmaceutical contaminant concentration and watershed geospatial land-use/land-cover data for small wadeable streams in the Piedmont ecoregion of the USA assessed during the Southeastern Region Stream Quality Assessment during April through June 2014"
1659,"Data release associated with the journal article ""Solar and sensor geometry, not vegetation response, drive satellite NDVI phenology in widespread ecosystems of the western United States""","USGS Arctic Ocean Carbon Cruise 2011: Discrete Underway data
Airborne electromagnetic and magnetic survey, southwestern San Joaquin Valley near Lost Hills, California, 2016: Inverted resistivity models
Orthoimagery and elevation data derived from UAS imagery for Palmyra Atoll, USA 2016-Barren Island
Point Cloud Data from a Terrestrial Laser Scanner Survey in Grapevine Canyon Near Scotty's Castle, Death Valley National Park, California
Airborne electromagnetic and magnetic survey, southwestern San Joaquin Valley near Lost Hills, California, 2016"
1660,North Atlantic Coastal Plain aquifer system,"North Coast Limestone aquifer system (Puerto Rico)
MODFLOW-NWT model used to assess groundwater availability in the Northern Atlantic Coastal Plain aquifer system from Long Island, New York to North Carolina
Data used to model and map pH and redox conditions in the Northern Atlantic Coastal Plain aquifer system, eastern USA
Surface altitude of hydrogeologic layers of the Atlantic Coastal Plain of North and South Carolina
1998 Atlantic coast NASA/NOAA/USGS Spring ATM Lidar-Derived Dune Crest, Toe and Shoreline"
1661,CM2.0 model: Projected shifts in fish species dominance in Wisconsin lakes under climate change,"National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Midwest Glacial Lakes Partnership
fishtail_catch:Indices and supporting data characterizing the current and future risk to fish habitat degradation in the Northeast Climate Science Center region
MODFLOW-NWT model used to evaluate potential effects of alterations to the hydrologic system in the vicinity of Long Lake, Indiana Dunes National Lakeshore, near Gary, Indiana
Data release: A large-scale database of modeled contemporary and future water temperature data for 10,774 Michigan, Minnesota and Wisconsin Lakes
National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Great Lakes Basin Fish Habitat Partnership"
