,Name of the dataset,similar
3097,BLM REA YKL 2011 Change in Decadal Mean July Temperature from the 2010s to the 2060s in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Current (2010s) Decadal Mean July Temperature in Alaska A2
BLM REA YKL 2011 Long-Term Future (2060s) Decadal Mean July Temperature for Alaska A2
BLM REA CYR 2013 Long-term Future (2060s) Mean July Temperature in Alaska
BLM REA CYR 2013 Current (2010s) Mean July Temperature in Alaska
BLM REA CYR 2013 Current (2010s) Mean June-July-August Temperature in Alaska"
3098,BLM REA YKL 2011 Outline of the Alaska Peninsula and Becharof National Wildlife Refuges Earth Cover Classification Map Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Outline of the Togiak National Wildlife Refuge Earth Cover Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Outline of the Alaska BAER Earth Cover Classification Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Outline of the Yukon Delta National Wildlife Refuge Earth Cover Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Outline of the Land Cover Map of Denali National Park and Preserve Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Outline of the Land Cover Map of Katmai National Park and Preserve Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
3099,BLM REA YKL 2011 Long-Term Future (2025) Landscape Condition Status in Current Distribution of Low Shrub in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Low Shrub in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Dwarf Shrub in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Tall Shrub in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Herbaceous Wetlands in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Distribution of Herbaceous Wetlands in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
3100,BLM OR Hydrography 17120003 Waterbodies Polygon,"BLM OR Hydrography 17120002 Waterbodies Polygon
BLM OR Hydrography 17120004 Waterbodies Polygon
BLM OR Hydrography 17120005 Waterbodies Polygon
BLM OR Hydrography 17120008 Waterbodies Polygon
BLM OR Hydrography 17120006 Waterbodies Polygon"
3101,BLM REA NWP 2011 Vegetation Condition Class (120m),"BLM REA MIR 2011 Vegetation Condition Class (120m)
BLM REA NWP 2011 EI Natural Vegetation
BLM REA NWP 2011 Ecoregion
BLM REA MIR 2011 EI Natural Vegetation
BLM REA NWP 2011 Ecoregion Boundary"
3102,Travel Management Plan Polygons,"Travel Management Area Polygons
Travel Management Areas and Plans Travel Management Plan Polygon
Travel Management Areas and Plans Travel Management Areas Polygon
Travel Management Areas and Plans OHV Existing Polygons
BLM AK Travel Management Areas and Plans OHV Existing Polygons"
3103,BLM CA Completed Vegetation Treatment Area Polygons,"BLM Completed Vegetation Treatment Area Polygons
Completed Vegetation Treatments (POLYGON)
BLM WA SJINMRMP Succession Clipped to Vegetation DRAFT Line
BLM OR SEORMP FEIS Current Vegetation Classes Raster
BLM REA NWP 2011 Potentially suitable soil types for Leafy Spurge"
3104,BLM CA Completed Vegetation Treatment Area Polygons,"BLM Completed Vegetation Treatment Area Polygons
Completed Vegetation Treatments (POLYGON)
BLM WA SJINMRMP Succession Clipped to Vegetation DRAFT Line
BLM OR SEORMP FEIS Current Vegetation Classes Raster
BLM REA NWP 2011 Potentially suitable soil types for Leafy Spurge"
3105,BLM CA Completed Vegetation Treatment Area Polygons,"BLM Completed Vegetation Treatment Area Polygons
Completed Vegetation Treatments (POLYGON)
BLM WA SJINMRMP Succession Clipped to Vegetation DRAFT Line
BLM OR SEORMP FEIS Current Vegetation Classes Raster
BLM REA NWP 2011 Potentially suitable soil types for Leafy Spurge"
3106,BLM CA Completed Vegetation Treatment Area Polygons,"BLM Completed Vegetation Treatment Area Polygons
Completed Vegetation Treatments (POLYGON)
BLM WA SJINMRMP Succession Clipped to Vegetation DRAFT Line
BLM OR SEORMP FEIS Current Vegetation Classes Raster
BLM REA NWP 2011 Potentially suitable soil types for Leafy Spurge"
3107,BLM REA NWP 2011 AG C sauger presence model ln,"BLM REA NWP 2011 MIR AdminUnitOff Pts
BLM REA MIR 2011 NWP AdminUnitOff Pts
BLM REA NWP 2011 EI Development Layer
BLM REA NWP 2011 recl siz
BLM REA NWP 2011 ge maxent"
3108,BLM OR Hydrography 17090005 Polygon,"BLM OR Hydrography 17090003 Polygon
BLM OR Hydrography 17090009 Polygon
BLM OR Hydrography 17080005 Polygon
BLM OR Hydrography 17100105 Polygon
BLM OR Hydrography 17120005 Polygon"
3109,BLM REA YKL 2011 Current Sources of Other Renewable Energy in Communities in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Planned Renewable Energy Projects in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Planned and Funded Renewable Energy Projects in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current Sources of Energy Supply in Communities in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Renewable Energy Projects in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of Potential Biomass Energy in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
3110,ilmazedt.ILMAZDBO.MeanderedWater,"MeanderedWater
CAD NSDI Meandered Water
ilmazedt.ILMAZDBO.PLSSIntersected
ilmazedt.ILMAZDBO.PLSSTownship
BLM OR Hydrography 17070102 Waterbodies Polygon"
3111,"BLM REA YKL 2011 Alaska Telephone 1:63,360","BLM REA YKL 2011 Alaska Electrical Lines 1:63,360
BLM REA YKL 2011 Alaska Pipelines 1:63,360
BLM REA CYR 2013 Alaska Coastline 1:63,360 Excluding Small Islands
BLM REA YKL 2011 DV N Alaska Sawmills
BLM REA YKL 2011 DV N Alaska Hydroelectric"
3112,BLM REA YKL 2011 Community Footprint,"BLM REA YKL 2011 Study Communities
BLM REA YKL 2011 township poly
BLM REA YKL 2011 BLM Field Offices
BLM REA NWP 2011 STATSGO
BLM REA NWP 2011 EI Development Layer"
3113,BLM REA CYR 2013 Change in Mean December-January-February-March Temperature from 2010s to 2060s within Dall Sheep Potential Habitat,"BLM REA CYR 2013 Change in Mean April-May Temperature from 2010s to 2060s within Dall Sheep Potential Habitat
BLM REA CYR 2013 Change in Total April-May Precipitation from 2010s to 2060s within Dall Sheep Potential Habitat
BLM REA CYR 2013 Change in Growing Season Length from 2010s to 2060s within Dall Sheep Potential Habitat
BLM REA CYR 2013 Long-term Future (2060s) Dall Sheep Total December-January-February Precipitation
BLM REA CYR 2013 Current (2010s) Dall Sheep Total December-January-February Precipitation"
3114,BLM REA YKL 2011 Current (2013) Rutting Range of Moose in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Current (2013) Winter Range of Moose in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current (2013) calving range of moose in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current (2012) modeled habitat distribution of moose in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Red Devil, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Stony River, Alaska."
3115,BLM REA NWP 2011 Potential Threat due to Proximity to Roads,"BLM REA MIR 2011 Potential Threat due to Proximity to Roads
BLM REA NWP 2011 Potential Threat due to Road Density
BLM REA MIR 2011 Potential Threat due to Road Density
BLM REA MIR 2011 Potential Threat due to Road Density Linear
BLM REA NWP 2011 Potential Threat due to Proximity to Towers and Power Lines"
3116,"BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike (points) in Nulato, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike (points) in Grayling, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike (polygons) in Nulato, Alaska."
3117,BLM OR Hydrography 17080006 Flowlines Lines,"BLM OR Hydrography 17080003 Flowlines Lines
BLM OR Hydrography 17080002 Flowlines Lines
BLM OR Hydrography 17070106 Flowlines Lines
BLM OR Hydrography 17100106 Flowlines Lines
BLM OR Hydrography 17050106 Flowlines Lines"
3118,BLM REA CYR 2013 Long-term Future (2060s) February Snow Day Fraction within Dall Sheep Potential Habitat,"BLM REA CYR 2013 Long-term Future (2060s) Dall Sheep Total December-January-February Precipitation
BLM REA CYR 2013 Current (2010s) February Snow Day Fraction within Dall Sheep Potential Habitat
BLM REA CYR 2013 Change in Mean December-January-February-March Temperature from 2010s to 2060s within Dall Sheep Potential Habitat
BLM REA CYR 2013 Change in February Snow Day Fraction from 2010s to 2060s within Snowshoe Hare Potential Habitat
BLM REA CYR 2013 Change in Total December-January-February Precipitation from 2010s to 2060s within Snowshoe Hare Potential Habitat"
3119,BLM REA NWP 2011 DIS C 117862 SpruceBudworm ADS,"BLM REA MIR 2011 DIS C 117862 SpruceBudworm ADS
BLM REA MIR 2011 DIS C 2001 ADS Spruce Budworm
BLM REA MIR 2011 DIS C 2010 ADS Spruce Budworm
BLM REA MIR 2011 DIS C 2009 ADS Spruce Budworm
BLM REA MIR 2011 DIS C 2002 ADS Spruce Budworm"
3120,"BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Nondalton, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in McGrath, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Stony River, Alaska."
3121,BLM REA YKL 2011 CL N AlaskaWinterTotalPPT A2,"BLM REA YKL 2011 CL L AlaskaWinterTotalPPT A2
BLM REA YKL 2011 CL N AlaskaSummerTotalPPT A2
BLM REA YKL 2011 CL C AlaskaWinterTotalPPT A2
BLM REA YKL 2011 CL N AlaskaDayofFreeze A2
BLM REA YKL 2011 CL C AlaskaSummerTotalPPT A2"
3122,BLM REA NWP 2011 Potentially suitable temperature ranges for Russian Knapweed in the Northwest Plains Ecoregion,"BLM REA MIR 2011 Potentially suitable temperature ranges for Russian Knapweed in the Middle Rockies Ecoregion
BLM REA NWP 2011 Precipitation values potentially suitable for Russian Knapweed
BLM REA NWP 2011 Potentially suitable temperature ranges for Tamarisk (Saltcedar) in the Northwest Plains Ecoregion
BLM REA MIR 2011 Precipitation values potentially suitable for Russian Knapweed
BLM REA NWP 2011 Elevations potentially suitable for Russian Knapweed"
3123,BLM REA NWP 2011 fragmentation of grassland in the northwest plains ecoregion,"BLM REA MIR 2011 fragmentation of grasslands in middle rockies ecoregion
BLM REA NWP 2011 fragmentation of srhublands in the Northwest Plains Ecoregion
BLM REA MIR 2011 fragmentation of shrublands in middle rockies ecoregion
BLM REA NWP 2011 size of grassland patches in northwest plains ecoregion
BLM REA NWP 2011 distance to anthropogenic features from grasslands in the northwest plains ecoregion"
3124,BLM OR Hydrography 17110014 Polygon,"BLM OR Hydrography 17020014 Polygon
BLM OR Hydrography 17110013 Polygon
BLM OR Hydrography 17110015 Polygon
BLM OR Hydrography 17110016 Polygon
BLM OR Hydrography 17110009 Polygon"
3125,BLM REA CYR 2013 Kernel Density of Spruce Mortality Caused by Spruce Beetle From 2000 to 2009,"BLM REA CYR 2013 Kernel Density of Spruce Mortality Caused by Spruce Beetle From 2000 to 2014
BLM REA CYR 2013 Kernel Density of Spruce Mortality Caused by Northern Spruce Engraver Beetle From 2000 to 2014
BLM REA CYR 2013 Kernel Density of Damage Caused by Spruce Budworm From 2000 to 2014
BLM REA CYR 2013 Spruce Beetle Damage Points Within Climate Vulnerable Area From 2000 to 2009
BLM REA CYR 2013 Climate Vulnerable Area and Spruce Beetle Damage From 2000 to 2009"
3126,BLM REA CYR 2013 Change in February Snow Day Fraction from 2010s to 2060s within Snowshoe Hare Potential Habitat,"BLM REA CYR 2013 Change in Total December-January-February Precipitation from 2010s to 2060s within Snowshoe Hare Potential Habitat
BLM REA CYR 2013 Long-term Future (2060s) Snow Day Fraction February
BLM REA CYR 2013 Long-term Future (2060s) February Snow Day Fraction within Dall Sheep Potential Habitat
BLM REA CYR 2013 Current (2010s) Snow Day Fraction February
BLM REA CYR 2013 Current (2010s) February Snow Day Fraction within Dall Sheep Potential Habitat"
3127,BLM OR Designated Wilderness Polygon,"BLM OR Designated Wilderness Line
BLM OR Wilderness Characteristics Polygon
BLM OR ROD NCO Lands Wilderness Characteristics Polygon
BLM OR Wilderness Study Area Boundary Line
BLM NLCS Wilderness Area Polygons"
3128,BLM OR Designated Wilderness Line,"BLM OR Designated Wilderness Polygon
BLM OR Wilderness Study Area Boundary Line
BLM OR Wilderness Characteristics Polygon
BLM OR Wilderness Characteristics Road Line
BLM OR ROD NCO Lands Wilderness Characteristics Polygon"
3129,BLM REA YKL 2011 Community Subsistence Use & Harvest Areas for Duck and Geese areas,"BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in McGrath, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Anvik, Alaska."
3130,BLM OR Hydrography 17010308 Point,"BLM OR Hydrography 17010306 Point
BLM OR Hydrography 17010303 Point
BLM OR Hydrography 17020008 Point
BLM OR Hydrography 17010305 Point
BLM OR Hydrography 17010308 Flowlines Lines"
3131,BLM REA CYR 2013 Current (2010s) Dall Sheep Total December-January-February Precipitation,"BLM REA CYR 2013 Long-term Future (2060s) Dall Sheep Total December-January-February Precipitation
BLM REA CYR 2013 Change in Mean December-January-February-March Temperature from 2010s to 2060s within Dall Sheep Potential Habitat
BLM REA CYR 2013 Current (2010s) February Snow Day Fraction within Dall Sheep Potential Habitat
BLM REA CYR 2013 Change in Total April-May Precipitation from 2010s to 2060s within Dall Sheep Potential Habitat
BLM REA CYR 2013 Long-term Future (2060s) February Snow Day Fraction within Dall Sheep Potential Habitat"
3132,"BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Chuathbaluk, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Upper Kalsakg, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Nulato, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Grayling, Alaska."
3133,BLM REA CYR 2013 Current (2015) Landscape Condition in Alpine Dwarf Shrub Tundra,"BLM REA CYR 2013 Current (2015) Landscape Condition in Upland Low and Tall Shrub Tundra
BLM REA CYR 2013 Current (2015) Landscape Condition in Alpine Arctic Tussock Tundra
BLM REA CYR 2013 Current (2015) Landscape Condition in Upland Mesic Spruce Forest
BLM REA CYR 2013 Current (2015) Landscape Condition in Upland Mesic Spruce-hardwood Forest
BLM REA CYR 2013 Current Distribution of Alpine Dwarf Shrub Tundra"
3134,BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Imperviousness with Natural Landcover,"BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Natural Landcover
BLM REA NWP 2011 AG C Prairie Fish Threats Impervious in Riparian Corridor
BLM REA MIR 2011 AG C Cold Water Fish Threats Riparian Corridor Impervious
BLM REA MIR 2011 AquaticThreatsHUC10 Imperviousness in Riparian
BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Ag"
3135,BLM REA NWP 2011 Distribution Model for Greater Sage-Grouse in Northwest Plains Ecoregion,"BLM REA NWP 2011 Current Status for Greater Sage-Grouse in Northwest Plains Ecoregion
BLM REA NWP 2011 Patch Size of suitable habitat for greater sage-grouse in Northwest Plains Ecoregion
BLM REA MIR 2011 Distribution Model for Greater Sage-Grouse in Middle Rockies Ecoregion
BLM REA MIR 2011 Current Status for Greater Sage-Grouse in Middle Rockies Ecoregion
BLM REA NWP 2011 Percentage of Sagebrush in Northwest Plains Ecoregion"
3136,BLM REA YKL 2011 CL C AlaskaCliomes A2,"BLM REA YKL 2011 CL L AlaskaCliomes A2
BLM REA YKL 2011 CL N AlaskaCliomes A2
BLM REA YKL 2011 CL C AlaskaDayofThaw A2
BLM REA YKL 2011 CL C AlaskaSummerTotalPPT A2
BLM REA YKL 2011 CL L AlaskaDayofThaw A2"
3137,"BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Lime Village, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in McGrath, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Lower Kalskag, Alaska."
3138,BLM REA YKL 2011 CL N AlaskaCliomes A2,"BLM REA YKL 2011 CL L AlaskaCliomes A2
BLM REA YKL 2011 CL C AlaskaCliomes A2
BLM REA YKL 2011 CL C AlaskaSummerTotalPPT A2
BLM REA YKL 2011 CL L AlaskaSummerTotalPPT A2
BLM REA YKL 2011 CL L AlaskaDayofFreeze A2"
3139,BLM REA YKL 2011 YKL DV C Alaska WildScenicRivers,"BLM REA YKL 2011 YKL DV C Alaska ForestBiomass.img
BLM REA YKL 2011 Alaska Game Management Units
BLM REA YKL 2011 YKL DV C Alaska ADFG GameManagementUnits
BLM REA YKL 2011 YKL DV C Alaska StateProspectingSites
BLM REA YKL 2011 YKL DV H Alaska ARDFDataset ISER"
