post_title,data_provider,post_excerpt,use_case,related_data_sets,rating,data_categories
True Influence Intent Data USA & Canada for Advertising - 7000 intent topics matched to contact intent scores,True Influence,"True Influence Intent Data USA & Canada for Advertising - 7000 intent topics matched to contact intent scores dataset provides information regarding: B2B Intent Data,B2B Marketing Fit Data,B2B Data and more.",,"True Influence B2B Intent Data USA & Canada for Lead Generation - 7000 B2B topics matched to contact intents,True Influence B2B Intent Data USA & Canada for B2B Marketing - 7000 B2B topics matched to contact intents,Intent Based Contact & Email Data B2C & B2B (USA) - HubioID,Spiceworks Ziff Davis - B2B Intent Data :",5,"B2B Intent Data,B2B Marketing Fit Data,B2B Data"
True Influence MarTech B2B Buyer Intent Data US & Canada (7000+ topics covered),True Influence,"True Influence MarTech B2B Buyer Intent Data US & Canada (7000+ topics covered) dataset provides information regarding: B2B Intent Data,Marketing Attribution Data,B2B Data and more.",,"True Influence B2B Intent Data USA & Canada for Lead Generation - 7000 B2B topics matched to contact intents,True Influence B2B Intent Data USA & Canada for B2B Marketing - 7000 B2B topics matched to contact intents,PeerIntent(tm) from IT Central Station: Enterprise IT buyer intent data | Global Data | High intent reading reviews,Intent Based Contact & Email Data B2C & B2B (USA) - HubioID :",5,"B2B Intent Data,Marketing Attribution Data,B2B Data"
"True Influence Marketing Cloud | B2B Intent & Contact Data USA (7M Contacts with Intent, 30M Companies)",True Influence,"True Influence Marketing Cloud | B2B Intent & Contact Data USA (7M Contacts with Intent, 30M Companies) dataset provides information regarding: B2B Data and more.",,"True Influence B2B Intent Data USA & Canada for B2B Marketing - 7000 B2B topics matched to contact intents,Intent Based Contact & Email Data B2C & B2B (USA) - HubioID,List of B2B marketers/marketing & sales contacts in India,Datastream B2B | B2B Contact Database USA (114M contacts, 33M companies) :",5,B2B Data
"TrueData In-Market, Location, POI Data (United States)",TrueData,"TrueData In-Market, Location, POI Data (United States) dataset provides information regarding: Location Data,GPS Data,Retail & Commerce Data and more.",,"United States ZipCodes and location information for each.,POI Data for all Businesses in United States of America,List of B2B marketers / marketing & sales contacts in the United States of America,TrueData First Party ID Append Data :",5,"Location Data,GPS Data,Retail & Commerce Data"
"TrueData Identity Graph (UID2.0, HEM, Maid, AAID)",TrueData,"TrueData Identity Graph (UID2.0, HEM, Maid, AAID) dataset provides information regarding: Consumer Lifestyle Data,Cross-Device Identity Data,Identity Data and more.",,"Adstra Identity Graph | People Identity Data USA (HEM, MAID),Identity Graph Data USA,TrueData First Party ID Append Data,TL1mkt Identity Graph for Identity ResolutionWORLDWIDE3.3B Identity Linkages :",5,"Consumer Lifestyle Data,Cross-Device Identity Data,Identity Data"
TrueData First Party ID Append Data,TrueData,"TrueData First Party ID Append Data dataset provides information regarding: Consumer Lifestyle Data,Cross-Device Identity Data,Identity Data and more.",,"TrueData Identity Graph (UID2.0, HEM, Maid, AAID),Mobile ID + Email + IP + Age/Gender + Behavioural: 1st Party Consumer Identities,Locationscloud - First Party Mobile App Data, Direct SDK, Global Data Coverage, Million Unique Devices,Unicourt Party Data API USA - identify parties & companies involed in litigation :",5,"Consumer Lifestyle Data,Cross-Device Identity Data,Identity Data"
Broadcast Transcript Feed with Sentiment Analysis (GBTS),TVEyes,Broadcast Transcript Feed with Sentiment Analysis (GBTS) dataset provides information regarding: Sports & Entertainment Data and more.,,"Fully Tagged Global Broadcast Transcript / Text Feed (GBTF),Picasso Podcast Data: Transcriptions of All Popular Podcasts (5K+ Podcasts),A Cloud-based Broadcast Transcript and Video Viewer (BTVV),SocialSentiment.io - Social media sentiment analysis of posts related to stocks - 30 days of history API :",4,Sports & Entertainment Data
Fully Tagged Global Broadcast Transcript / Text Feed (GBTF),TVEyes,Fully Tagged Global Broadcast Transcript / Text Feed (GBTF) dataset provides information regarding: Sports & Entertainment Data and more.,,"Broadcast Transcript Feed with Sentiment Analysis (GBTS),Picasso Podcast Data: Transcriptions of All Popular Podcasts (5K+ Podcasts),A Cloud-based Broadcast Transcript and Video Viewer (BTVV),Global Transcription Services and Companies :",5,Sports & Entertainment Data
A Cloud-based Broadcast Transcript and Video Viewer (BTVV),TVEyes,A Cloud-based Broadcast Transcript and Video Viewer (BTVV) dataset provides information regarding: Sports & Entertainment Data and more.,,"Fully Tagged Global Broadcast Transcript / Text Feed (GBTF),Picasso Podcast Data: Transcriptions of All Popular Podcasts (5K+ Podcasts),Broadcast Transcript Feed with Sentiment Analysis (GBTS),Image annotation | Text annotation | Video annotation | Audio transcription :",5,Sports & Entertainment Data
Unacast - International Location (geo data) data. Aggregated. 15 billion data points a day,Unacast,"Unacast - International Location (geo data) data. Aggregated. 15 billion data points a day dataset provides information regarding: Location Data,Demographic Data,Geospatial Data and more.",Geospatial Effort Prioritization/Store Location Planning,"Location Data Feed USA & International,MDR User Geo Location Data (USA & International) - Virtual World Computing,International Email Checker API,International Trade Information :",4,"Location Data,Demographic Data,Geospatial Data"
Unicourt Court Data API - USA court records (AI normalized),UniCourt,Unicourt Court Data API - USA court records (AI normalized) dataset provides information regarding: Legal Case Data and more.,,"Unicourt Attorney Data API - USA attorney data matched to court records (AI normalized),Unicourt Judge Data API - USA judges in state and federal courts (AI normalized),Global Normalized Difference Vegetation Index (NDVI),Air Pollution Data API for Europe & USA :",5,Legal Case Data
Unicourt Judge Data API - USA judges in state and federal courts (AI normalized),UniCourt,Unicourt Judge Data API - USA judges in state and federal courts (AI normalized) dataset provides information regarding: Legal Case Data and more.,,"Unicourt Court Data API - USA court records (AI normalized),Unicourt Law Firm Data API - USA legal data on law firms (AI normalized),Global Normalized Difference Vegetation Index (NDVI),Fundamental Data and Financial Statement API :",4,Legal Case Data
Unicourt Attorney Data API - USA attorney data matched to court records (AI normalized),UniCourt,Unicourt Attorney Data API - USA attorney data matched to court records (AI normalized) dataset provides information regarding: Legal Case Data and more.,,"Unicourt Court Data API - USA court records (AI normalized),Targeted Attorney Email list | More than 150,000 Verfied Records | 95% Delivery rate| eSalesData,Unicourt Law Firm Data API - USA legal data on law firms (AI normalized),Global Normalized Difference Vegetation Index (NDVI) :",3,Legal Case Data
Unicourt Party Data API USA - identify parties & companies involed in litigation,UniCourt,Unicourt Party Data API USA - identify parties & companies involed in litigation dataset provides information regarding: Legal Case Data and more.,Supplier Risk,"Unicourt Court Data API - USA court records (AI normalized),ISS ESG Controversial Weapon Research Data (identify companies involved in illegal weapons),Bedrock AI's real-time SEC filers AI equities risk mitigation,EDI Legal Entity Identifier (LEIs) of Global Companies :",3,Legal Case Data
Unicourt Law Firm Data API - USA legal data on law firms (AI normalized),UniCourt,Unicourt Law Firm Data API - USA legal data on law firms (AI normalized) dataset provides information regarding: Legal Case Data and more.,,"Unicourt Court Data API - USA court records (AI normalized),Unicourt Judge Data API - USA judges in state and federal courts (AI normalized),Global Normalized Difference Vegetation Index (NDVI),Legal Proceedings | North American Public Companies Legal Data | Datacie :",3,Legal Case Data
US Data Corporation - US Consumer Data with more than 300 m records,US Data Corporation,"US Data Corporation - US Consumer Data with more than 300 m records dataset provides information regarding: Demographic Data,Marketing Attribution Data,Consumer Lifestyle Data,Individual Data and more.",,"Targeted CEO Email list | More than 300,000 Verfied Records | eSalesData,US Common Stock Market Data with more than 4000 Securities - i1 US,US Data Corporation - US Business Database with 17 Million records,Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements) :",4,"Demographic Data,Marketing Attribution Data,Consumer Lifestyle Data,Individual Data"
Fashion & Lifestyle Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,Vumonic,Fashion & Lifestyle Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic dataset provides information regarding: Retail & Commerce Data and more.,"Churn Prediction,Promotion Planning,Brand Health & Brand Perception","Consumer Ecommerce Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,Consumer FMCG Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,Fashion and Apparel Data - Ecommerce Product Data,Photon Commerce - Amazon & eCommerce Purchase History Panel Data :",4,Retail & Commerce Data
Consumer Electronics Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumomic,Vumonic,"Consumer Electronics Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumomic dataset provides information regarding: Consumer Lifestyle Data,Retail & Commerce Data and more.",Churn Prediction,"Consumer FMCG Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,Photon Commerce - Consumer Electronics Purchase History Data (USA),Consumer Ecommerce Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,90 West Data - US Consumer Credit Card / Debit Card / Transaction Data - Electronic Payments :",5,"Consumer Lifestyle Data,Retail & Commerce Data"
Consumer Ecommerce Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,Vumonic,"Consumer Ecommerce Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic dataset provides information regarding: C2C E-Commerce Data,Retail & Commerce Data and more.",,"Consumer FMCG Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,Photon Commerce - Amazon & eCommerce Purchase History Panel Data,Sovrn Commerce Purchase Intent Feed,Fashion & Lifestyle Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic :",3,"C2C E-Commerce Data,Retail & Commerce Data"
Consumer FMCG Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,Vumonic,"Consumer FMCG Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic dataset provides information regarding: Individual Data,C2C E-Commerce Data,Retail & Commerce Data and more.","Persona Detection/Segmentation,Trend Forecasting","Consumer Ecommerce Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,Fashion & Lifestyle Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,Photon Commerce - Consumer Electronics Purchase History Data (USA),Sovrn Commerce Purchase Intent Feed :",3,"Individual Data,C2C E-Commerce Data,Retail & Commerce Data"
"Wall Street Horizon Corporate Event Data - Earnings calendar, Dividends, Interim Calendar, Corporate Actions",Wall Street Horizon,"Wall Street Horizon Corporate Event Data - Earnings calendar, Dividends, Interim Calendar, Corporate Actions dataset provides information regarding: Sports & Entertainment Events Data,Company Data,Economic Data,Stock & Market Data and more.",,"Wall Street Horizon Corporate Event Data - Historical,EDI Corporate Actions Data Global (14 year history, 60 event types covered),EDI Economic Indictor Service (EIS) with live calendar,Alqami US Risk Analysis of Corporate Filings - predicting corporate financial results :",5,"Sports & Entertainment Events Data,Company Data,Economic Data,Stock & Market Data"
